catalog_id,catalog_title,official_title,catalog_region,catalog_edition,content_type,role,current_value,recommended_company,confidence,evidence_scope,recommended_action,evidence_summary,source_1,source_2,classification,previous_value,company_slugs,company_display_names,resolved_evidence_urls,evidence_catalog_ids,stale_reason,reviewed_at,review_batch
ps4-golem,Golem,Golem,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,HIGHWIRE GAMES,HIGH,DIGITAL_PS4_EU | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, PLAYSTATION_STORE.",https://gamesdb.launchbox-app.com/games/details/466359,https://store.playstation.com/es-es/product/EP1259-CUSA12088_00-HWGGOLEM2019SIEE,ADD,,highwire-games,Highwire Games,https://gamesdb.launchbox-app.com/games/details/466359 | https://store.playstation.com/es-es/product/EP1259-CUSA12088_00-HWGGOLEM2019SIEE,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club,Golf Club,Golf Club,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,HB Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: HB Studios.,https://www.hb-studios.com/games,,ADD,,hb-studios,HB Studios,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club,Golf Club,Golf Club,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Maximum Games,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Maximum Games.,https://www.hb-studios.com/games,,ADD,,maximum-games,Maximum Games,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club-2,Golf Club 2,Golf Club 2,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,HB Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: HB Studios.,https://www.hb-studios.com/games,,ADD,,hb-studios,HB Studios,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club-2,Golf Club 2,Golf Club 2,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Maximum Games,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Maximum Games.,https://www.hb-studios.com/games,,ADD,,maximum-games,Maximum Games,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club-collector%27s-edition,Golf Club [Collector's Edition],Golf Club [Collector's Edition],PAL España,standard,EDITION_VARIANT,DEVELOPER,,HB Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: HB Studios.,https://www.hb-studios.com/games,,ADD,,hb-studios,HB Studios,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-golf-club-collector%27s-edition,Golf Club [Collector's Edition],Golf Club [Collector's Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Maximum Games,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Maximum Games.,https://www.hb-studios.com/games,,ADD,,maximum-games,Maximum Games,https://www.hb-studios.com/games,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-goodbye-world,Goodbye World,Goodbye World,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,PM Studios,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP2011-CUSA40798_00-0324172616356838,,ADD,,pm-studios,PM Studios,https://store.playstation.com/es-es/product/EP2011-CUSA40798_00-0324172616356838,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-goosebumps-dead-of-night,Goosebumps: Dead of Night,Goosebumps: Dead of Night,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,GameMill Entertainment,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: GameMill Entertainment.,https://gamemill.com/games/goosebumps-dead-of-night/,,ADD,,gamemill-entertainment,GameMill Entertainment,https://gamemill.com/games/goosebumps-dead-of-night/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gori-cuddly-carnage,Gori: Cuddly Carnage,Gori: Cuddly Carnage,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Wired Productions,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/475816,https://store.steampowered.com/app/1299690,ADD,,wired-productions,Wired Productions Ltd.,https://gamesdb.launchbox-app.com/games/details/475816 | https://store.steampowered.com/app/1299690,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-grand-theft-auto-the-trilogy-definitive-edition,Grand Theft Auto: The Trilogy [Definitive Edition],Grand Theft Auto: The Trilogy [Definitive Edition],PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,Rockstar Games,Grove Street Games,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Grove Street Games.,https://www.rockstargames.com/GTATrilogy,,REPLACE,Rockstar Games,grove-street-games,Grove Street Games,https://www.rockstargames.com/GTATrilogy,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-grave-danger,Grave Danger,Grave Danger,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Eastasiasoft,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Eastasiasoft.,https://www.eastasiasoft.com/,,ADD,,eastasiasoft,EastAsiaSoft,https://www.eastasiasoft.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-graven,Graven,Graven,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,3D Realms,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/475786,https://store.steampowered.com/app/1371690,ADD,,3d-realms,3D Realms,https://gamesdb.launchbox-app.com/games/details/475786 | https://store.steampowered.com/app/1371690,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-circuit,Gravity Circuit,Gravity Circuit,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,PID Games,HIGH,GAME_WORK,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: STEAM, WIKIDATA.",https://store.steampowered.com/app/858710,https://www.wikidata.org/entity/Q117031714,ADD,,pid-games,PID Games,https://store.steampowered.com/app/858710 | https://www.wikidata.org/entity/Q117031714,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush,Gravity Rush,Gravity Rush,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,SCE Japan Studio,Project Siren,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Project Siren.,https://www.playstation.com/en-gb/,,REPLACE,SCE Japan Studio,project-siren,Project Siren,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush,Gravity Rush,Gravity Rush,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,Sony Computer Entertainment,Sony Interactive Entertainment,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Sony Interactive Entertainment.,https://www.playstation.com/en-gb/,,REPLACE,Sony Computer Entertainment,sony-interactive-entertainment,Sony Interactive Entertainment,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush-2-promo-disc,Gravity Rush 2 PROMO DISC,Gravity Rush 2 PROMO DISC,PAL España,standard,EDITION_VARIANT,DEVELOPER,,Project Siren,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Project Siren.,https://www.playstation.com/en-gb/,,ADD,,project-siren,Project Siren,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush-2-promo-disc,Gravity Rush 2 PROMO DISC,Gravity Rush 2 PROMO DISC,PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Sony Interactive Entertainment,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Sony Interactive Entertainment.,https://www.playstation.com/en-gb/,,ADD,,sony-interactive-entertainment,Sony Interactive Entertainment,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush-promo-disc,Gravity Rush PROMO DISC,Gravity Rush PROMO DISC,PAL España,standard,EDITION_VARIANT,DEVELOPER,,Project Siren,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Project Siren.,https://www.playstation.com/en-gb/,,ADD,,project-siren,Project Siren,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gravity-rush-promo-disc,Gravity Rush PROMO DISC,Gravity Rush PROMO DISC,PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Sony Interactive Entertainment,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Sony Interactive Entertainment.,https://www.playstation.com/en-gb/,,ADD,,sony-interactive-entertainment,Sony Interactive Entertainment,https://www.playstation.com/en-gb/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-grid-ultimate-edition-promo,Grid: Ultimate Edition [Promo],Grid: Ultimate Edition [Promo],PAL España,standard,PROMO_COPY,DEVELOPER,,Codemasters,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Codemasters.,https://www.codemasters.com/game/grid/,,ADD,,codemasters,Codemasters,https://www.codemasters.com/game/grid/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-grid-ultimate-edition-promo,Grid: Ultimate Edition [Promo],Grid: Ultimate Edition [Promo],PAL España,standard,PROMO_COPY,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Codemasters,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Codemasters.,https://www.codemasters.com/game/grid/,,ADD,,codemasters,Codemasters,https://www.codemasters.com/game/grid/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-grip-combat-racing-airblades-vs-rollers,GRIP Combat Racing: Airblades vs Rollers,GRIP Combat Racing: Airblades vs Rollers,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Caged Element,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Caged Element.,https://wiredproductions.com/games/grip/,,ADD,,caged-element,Caged Element,https://wiredproductions.com/games/grip/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guacamelee-one-two-punch-collection,Guacamelee! One-Two Punch Collection,Guacamelee! One-Two Punch Collection,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,DrinkBox Studios Inc.,DrinkBox Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: DrinkBox Studios.,https://www.drinkboxstudios.com/games/guacamelee-2/,,REPLACE,DrinkBox Studios Inc.,drinkbox-studios,DrinkBox Studios Inc.,https://www.drinkboxstudios.com/games/guacamelee-2/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guilty-gear-xrd-rev-2,Guilty Gear Xrd Rev 2,Guilty Gear Xrd Rev 2,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,PQube Ltd,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP4293-CUSA08260_00-GGXRDREV2EU00100,,ADD,,pqube,PQube Ltd.,https://store.playstation.com/es-es/product/EP4293-CUSA08260_00-GGXRDREV2EU00100,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guitar-hero-live-2-pack-bundle,Guitar Hero Live [2 Pack Bundle],Guitar Hero Live [2 Pack Bundle],PAL España,standard,BUNDLE_OR_MULTI_PRODUCT,DEVELOPER,,FreeStyleGames,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: FreeStyleGames.,https://www.activision.com/,,ADD,,freestylegames,FreeStyleGames,https://www.activision.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guitar-hero-live-2-pack-bundle,Guitar Hero Live [2 Pack Bundle],Guitar Hero Live [2 Pack Bundle],PAL España,standard,BUNDLE_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Activision,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Activision.,https://www.activision.com/,,ADD,,activision,Activision,https://www.activision.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guitar-hero-live-guitar-bundle,Guitar Hero Live [Guitar Bundle],Guitar Hero Live [Guitar Bundle],PAL España,standard,BUNDLE_OR_MULTI_PRODUCT,DEVELOPER,,FreeStyleGames,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: FreeStyleGames.,https://www.activision.com/,,ADD,,freestylegames,FreeStyleGames,https://www.activision.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guitar-hero-live-guitar-bundle,Guitar Hero Live [Guitar Bundle],Guitar Hero Live [Guitar Bundle],PAL España,standard,BUNDLE_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Activision,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Activision.,https://www.activision.com/,,ADD,,activision,Activision,https://www.activision.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-gundemoniums,Gundemoniums,Gundemoniums,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Platine Dispositif,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Platine Dispositif.,https://store.steampowered.com/app/922790/Gundemoniums/,,ADD,,platine-dispositif,Platine Dispositif,https://store.steampowered.com/app/922790/Gundemoniums/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-guns-gore-&amp;-canoli-capo-dei-capi-collection,"Guns, Gore & Canoli [Capo Dei Capi Collection]","Guns, Gore & Canoli [Capo Dei Capi Collection]",PAL España,standard,BUNDLE_OR_MULTI_PRODUCT,DEVELOPER,,Crazy Monkey Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Crazy Monkey Studios.,https://www.strictlylimitedgames.com/,,ADD,,crazy-monkey-studios,Crazy Monkey Studios,https://www.strictlylimitedgames.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-halloween-foever,Halloween Foever,Halloween Foever,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Imaginary Monsters,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Imaginary Monsters.,https://store.steampowered.com/app/747920/Halloween_Forever/,,ADD,,imaginary-monsters,Imaginary Monsters,https://store.steampowered.com/app/747920/Halloween_Forever/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-halloween-foever,Halloween Foever,Halloween Foever,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Vitei Backroom,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Vitei Backroom.,https://store.steampowered.com/app/747920/Halloween_Forever/,,ADD,,vitei-backroom,Vitei Backroom,https://store.steampowered.com/app/747920/Halloween_Forever/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-harry-potter-quidditch-champions-deluxe-edition,Harry Potter: Quidditch Champions [Deluxe Edition],Harry Potter: Quidditch Champions [Deluxe Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Warner Bros. Games,HIGH,GAME_WORK,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: STEAM, WIKIDATA.",https://store.steampowered.com/app/2878600,https://www.wikidata.org/entity/Q117768892,ADD,,warner-bros-interactive-entertainment,Warner Bros. Interactive Entertainment,https://store.steampowered.com/app/2878600 | https://www.wikidata.org/entity/Q117768892,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-harvest-moon-the-winds-of-anthos,Harvest Moon: The Winds of Anthos,Harvest Moon: The Winds of Anthos,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Natsume,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Natsume.,https://www.natsume.com/current_game/games/harvest_moon_woa/,,ADD,,natsume,Natsume,https://www.natsume.com/current_game/games/harvest_moon_woa/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hasbro-family-fun-pack,Hasbro Family Fun Pack,Hasbro Family Fun Pack,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Asobo Studio,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Asobo Studio.,https://www.ubisoft.com/,,ADD,,asobo-studio,Asobo Studio,https://www.ubisoft.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hasbro-family-fun-pack,Hasbro Family Fun Pack,Hasbro Family Fun Pack,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Ubisoft,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Ubisoft.,https://www.ubisoft.com/,,ADD,,ubisoft,Ubisoft,https://www.ubisoft.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-heavy-fire-red-shadow,Heavy Fire Red Shadow,Heavy Fire Red Shadow,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Anshar Studios,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Anshar Studios.,https://www.mastiff-games.com/games/heavy-fire-red-shadow/,,ADD,,anshar-studios,Anshar Studios,https://www.mastiff-games.com/games/heavy-fire-red-shadow/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-heavy-fire-red-shadow,Heavy Fire Red Shadow,Heavy Fire Red Shadow,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Mastiff,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Mastiff.,https://www.mastiff-games.com/games/heavy-fire-red-shadow/,,ADD,,mastiff,Mastiff,https://www.mastiff-games.com/games/heavy-fire-red-shadow/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hell-warders,Hell Warders,Hell Warders,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,PQube,HIGH,DIGITAL_PS4_EU | GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, PLAYSTATION_STORE, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/473259,https://store.playstation.com/es-es/product/EP4293-CUSA13537_00-0000000000000000,ADD,,pqube,PQube Ltd.,https://gamesdb.launchbox-app.com/games/details/473259 | https://store.playstation.com/es-es/product/EP4293-CUSA13537_00-0000000000000000,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-helldivers-super-earth-ultimate-edition,Helldivers: Super-Earth [Ultimate Edition],Helldivers: Super-Earth [Ultimate Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Sony Computer Entertainment,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Sony Computer Entertainment.,https://www.arrowheadgamestudios.com/games/helldivers/,,ADD,,sony-interactive-entertainment,Sony Interactive Entertainment,https://www.arrowheadgamestudios.com/games/helldivers/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hello-neighbor-2,Hello Neighbor 2,Hello Neighbor 2,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,tinyBuild,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/473250,https://store.steampowered.com/app/1321680,ADD,,tinybuild,tinyBuild,https://gamesdb.launchbox-app.com/games/details/473250 | https://store.steampowered.com/app/1321680,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hello-neighbor-2-deluxe-edition,Hello Neighbor 2 [Deluxe Edition],Hello Neighbor 2 [Deluxe Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,tinyBuild,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/473250,https://store.steampowered.com/app/1321680,ADD,,tinybuild,tinyBuild,https://gamesdb.launchbox-app.com/games/details/473250 | https://store.steampowered.com/app/1321680,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hidden-through-time-definite-edition,Hidden Through Time: Definite Edition,Hidden Through Time: Definite Edition,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Rogueside,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Rogueside.,https://www.hiddenthroughtime.com/,,ADD,,rogueside,Rogueside,https://www.hiddenthroughtime.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hidden-through-time-definite-edition,Hidden Through Time: Definite Edition,Hidden Through Time: Definite Edition,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Rogueside,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Rogueside.,https://www.hiddenthroughtime.com/,,ADD,,rogueside,Rogueside,https://www.hiddenthroughtime.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hillbilly-doomsday,Hillbilly Doomsday,Hillbilly Doomsday,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Sometimes You,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: Sometimes You.,https://www.sometimesyou.com/,,ADD,,sometimes-you,Sometimes You,https://www.sometimesyou.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hitman-3-deluxe-edition,Hitman 3 [Deluxe Edition],Hitman 3 [Deluxe Edition],PAL España,standard,EDITION_VARIANT,DEVELOPER,,IO Interactive,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: IO Interactive.,https://ioi.dk/hitman,,ADD,,io-interactive,IO Interactive,https://ioi.dk/hitman,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hitman-3-deluxe-edition,Hitman 3 [Deluxe Edition],Hitman 3 [Deluxe Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,IO Interactive,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: IO Interactive.,https://ioi.dk/hitman,,ADD,,io-interactive,IO Interactive,https://ioi.dk/hitman,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-hitman-the-complete-first-season,Hitman: The Complete First Season,Hitman: The Complete First Season,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,IO Interactive,HIGH,EXACT_TITLE_OR_EDITION_FAMILY,ADD_OR_CONFIRM_CREDIT,Crédito verificado para la obra base y aplicado únicamente a esta edición: IO Interactive.,https://ioi.dk/hitman,,ADD,,io-interactive,IO Interactive,https://ioi.dk/hitman,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
